date,campaign_id,campaign_name,channel,region,device,age_group,impressions,clicks,leads,conversions,spend,revenue
2025-05-30,CMP-1015,Win-back Campaign,Email Marketing,East,Desktop,35-44,24235,2220,207,158,288.73,13061.86
2025-04-10,CMP-1016,B2B Lead Gen - Enterprise,LinkedIn Ads,South,Tablet,55+,14035,80,4,2,280.74,362.74
2025-04-21,CMP-1008,Display Remarketing,Google Ads,Central,Desktop,25-34,489,27,2,1,73.79,99.86
2025-03-30,CMP-1004,Brand Awareness Q2,Facebook Ads,Central,Mobile,45-54,8074,151,7,4,121.02,317.08
2025-01-04,CMP-1003,New Customer Acquisition,Facebook Ads,South,Desktop,55+,4516,112,6,4,162.99,293.2
2025-06-25,CMP-1002,Retargeting - Cart Abandoners,Facebook Ads,West,Mobile,25-34,2011,70,1,1,70.78,92.1
2025-01-06,CMP-1012,Weekly Newsletter,Email Marketing,South,,35-44,10275,1453,232,135,174.38,10037.25
2025-05-04,CMP-1002,Retargeting - Cart Abandoners,Facebook Ads,West,Mobile,25-34,3255,70,4,2,60.28,226.06
2025-04-05,CMP-1001,Summer Sale Blast,Facebook Ads,South,Tablet,45-54,6184,214,13,8,264.1,570.48
2025-06-10,CMP-1021,Viral Challenge Sponsorship,TikTok Ads,Central,Tablet,45-54,19768,767,36,29,598.48,2536.63
2025-05-06,CMP-1006,Search - Generic Terms,google ads,North,Tablet,18-24,4072,134,11,9,242.7,674.46
2025-03-29,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,South,Desktop,55+,20240,253,17,11,159.62,1366.2
2025-01-26,CMP-1008,Display Remarketing,Google Ads,Central,Tablet,18-24,1546,75,6,4,100.9,382.64
2025-04-14,CMP-1003,New Customer Acquisition,Facebook Ads,North,Tablet,18-24,4571,112,3,2,121.2,147.9
2025-03-31,CMP-1021,Viral Challenge Sponsorship,TikTok Ads,Central,Desktop,55+,22575,596,17,12,423.75,853.2
2025-05-06,CMP-1009,Influencer Collab Push,Instagram Ads,South,Mobile,18-24,8011,145,6,3,180.34,296.13
2025-01-19,CMP-1007,Shopping Campaign,Google Ads,Central,Mobile,35-44,4476,235,23,15,387.84,1983.6
2025-03-21,CMP-1010,Story Ads - Product Launch,instagram ads,Central,Mobile,25-34,1516,42,2,1,59.73,53.43
2025-02-14,CMP-1002,Retargeting - Cart Abandoners,Facebook Ads,East,Tablet,25-34,2000,44,1,1,56.02,103.61
2025-01-26,CMP-1019,Bumper Ads - Brand Awareness,YouTube Ads,East,Desktop,18-24,17188,428,14,10,304.38,643.4
2025-03-08,CMP-1014,VIP Customer Offers,Email Marketing,South,Desktop,25-34,8875,1034,172,108,124.11,7313.76
2025-04-29,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,North,Desktop,45-54,13212,292,15,12,204.55,1422.48
2025-05-19,CMP-1010,Story Ads - Product Launch,Instagram Ads,West,Tablet,25-34,1652,60,1,1,75.34,107.54
2025-04-26,CMP-1012,Weekly Newsletter,Email Marketing,Central,Mobile,18-24,26782,2697,360,213,269.71,21123.21
2025-04-15,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,South,Desktop,18-24,20193,313,16,11,203.7,1449.47
2025-03-25,CMP-1008,Display Remarketing,Google Ads,South,Tablet,25-34,626,33,3,2,80.14,140.1
2025-03-17,CMP-1017,Sponsored Content - Whitepaper,LinkedIn Ads,West,Desktop,45-54,2179,17,1,0,98.63,0
2025-04-09,CMP-1017,Sponsored Content - Whitepaper,LinkedIn Ads,East,Tablet,25-34,2049,25,1,0,122.26,0
2025-04-09,CMP-1006,Search - Generic Terms,Google Ads,South,Desktop,18-24,2357,83,5,3,209.3,264.12
2025-06-29,CMP-1015,Win-back Campaign,Email Marketing,South,Tablet,55+,12393,1838,289,200,238.95,16888
2025-05-29,CMP-1001,Summer Sale Blast,Facebook Ads,East,Desktop,45-54,7363,162,12,7,261.75,653.73
2025-03-07,CMP-1015,Win-back Campaign,Email Marketing,East,Desktop,25-34,22980,2976,595,353,357.22,23601.58
2025-03-30,CMP-1019,Bumper Ads - Brand Awareness,YouTube Ads,West,Mobile,25-34,63166,758,24,17,394.35,1970.81
2025-02-27,CMP-1019,Bumper Ads - Brand Awareness,YouTube Ads,West,Desktop,35-44,20353,460,12,9,400.91,850.86
2025-06-19,CMP-1012,Weekly Newsletter,Email Marketing,West,Desktop,45-54,19787,2883,434,262,230.71,19270.1
2025-05-22,CMP-1015,Win-back Campaign,Email Marketing,East,Mobile,18-24,50845,4332,581,431,216.63,28415.83
2025-05-11,CMP-1006,Search - Generic Terms,Google Ads,East,Desktop,18-24,4057,168,21,13,299.61,1943.89
2025-04-21,CMP-1022,Top Tier Affiliates,Affiliate Marketing,Central,Desktop,18-24,16106,422,31,18,350.65,1305.18
2025-01-11,CMP-1014,VIP Customer Offers,Email Marketing,Central,Desktop,55+,9380,1105,154,109,132.7,6870.27
2025-01-20,CMP-1007,Shopping Campaign,Google Ads,West,Desktop,35-44,3098,123,13,8,323.54,718.88
2025-04-19,CMP-1012,Weekly Newsletter,Email Marketing,South,Mobile,25-34,19529,2738,367,287,273.84,25195.73
2025-01-29,CMP-1004,Brand Awareness Q2,Facebook Ads,Central,Desktop,45-54,3321,92,2,1,157.89,68.95
2025-01-18,CMP-1002,Retargeting - Cart Abandoners,Facebook Ads,East,Desktop,45-54,1395,48,1,1,71.38,104.62
2025-01-08,CMP-1005,Search - Brand Terms,Google Ads,East,Mobile,45-54,6575,265,30,23,382.6,2440.07
2025-05-09,CMP-1010,Story Ads - Product Launch,Instagram Ads,North,Mobile,35-44,4918,91,4,2,64.92,129.18
2025-06-24,CMP-1004,Brand Awareness Q2,Facebook Ads,North,Mobile,45-54,2172,63,,2,112.93,223.6
2025-04-29,CMP-1011,Carousel - Best Sellers,Instagram Ads,North,Tablet,45-54,2219,83,2,1,132.54,84.39
2025-01-17,CMP-1006,Search - Generic Terms,Google Ads,South,Mobile,45-54,4491,128,14,8,265.97,976.64
2025-02-07,CMP-1011,Carousel - Best Sellers,Instagram Ads,East,Mobile,18-24,2746,103,5,3,138.06,185.52
2025-04-05,CMP-1004,Brand Awareness Q2,Facebook Ads,West,Tablet,55+,2125,68,4,2,101.32,184.06
2025-02-22,CMP-1021,Viral Challenge Sponsorship,TikTok Ads,East,Tablet,25-34,34867,924,20,14,425.06,954.8
2025-01-28,CMP-1007,Shopping Campaign,Google Ads,Central,Tablet,18-24,5925,160,16,10,430.55,1242.6
2025-05-25,CMP-1010,Story Ads - Product Launch,Instagram Ads,South,Tablet,45-54,1147,45,2,1,73.45,98.64
2025-03-24,CMP-1003,New Customer Acquisition,Facebook Ads,West,Desktop,25-34,4385,100,3,2,141.05,226.26
2025-03-01,CMP-1011,Carousel - Best Sellers,Instagram Ads,East,Mobile,35-44,5598,117,4,2,162.38,216.44
2025-03-03,CMP-1017,Sponsored Content - Whitepaper,LinkedIn Ads,West,Tablet,25-34,2752,30,2,1,163.19,225.6
2025-05-21,CMP-1008,Display Remarketing,Google Ads,North,Desktop,18-24,941,48,6,3,76.11,282.48
2025-02-28,CMP-1011,Carousel - Best Sellers,Instagram Ads,South,Mobile,35-44,4176,104,4,2,117.83,206
2025-05-06,CMP-1013,Abandoned Cart Sequence,Email Marketing,North,Tablet,25-34,5305,669,109,66,53.6,3828.66
2025-03-23,CMP-1008,Display Remarketing,Google Ads,East,Tablet,55+,1362,41,3,2,87.03,263.56
2025-05-29,CMP-1004,Brand Awareness Q2,Facebook Ads,Central,Mobile,45-54,3032,84,5,3,132.84,271.59
2025-03-25,CMP-1006,Search - Generic Terms,Google Ads,Central,Tablet,45-54,4322,201,24,15,266.26,1603.65
2025-02-06,CMP-1022,Top Tier Affiliates,Affiliate Marketing,North,Desktop,35-44,12975,375,22,16,292.97,1708.16
2025-03-17,CMP-1015,Win-back Campaign,Email Marketing,North,Tablet,18-24,29493,2793,397,244,335.25,13825.04
2025-06-17,CMP-1009,Influencer Collab Push,Instagram Ads,North,Mobile,45-54,7277,278,13,7,197.74,555.52
2025-04-09,CMP-1007,Shopping Campaign,Google Ads,North,Desktop,18-24,6470,242,27,16,388.22,2268.64
2025-03-11,CMP-1006,Search - Generic Terms,Google Ads,Central,Mobile,18-24,2727,141,14,7,283.48,596.54
2025-02-19,CMP-1005,Search - Brand Terms,Google Ads,West,Mobile,35-44,3853,116,9,5,316.08,745.1
2025-01-20,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,North,Desktop,25-34,6553,173,11,7,147.06,688.94
2025-01-31,CMP-1003,New Customer Acquisition,Facebook Ads,South,Tablet,25-34,2822,70,2,1,108.7,97.1
2025-02-20,CMP-1012,Weekly Newsletter,Email Marketing,North,Desktop,18-24,21969,3056,464,350,183.4,20835.5
2025-05-30,CMP-1005,Search - Brand Terms,Google Ads,Central,Desktop,45-54,6412,311,27,21,373.39,2753.1
2025-06-22,CMP-1016,B2B Lead Gen - Enterprise,LinkedIn Ads,South,Desktop,35-44,5625,54,3,2,281.31,567.72
2025-02-25,CMP-1004,Brand Awareness Q2,Facebook Ads,Central,Desktop,35-44,2671,82,6,3,137.46,325.32
2025-03-22,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,West,Tablet,55+,6299,160,8,6,139.96,413.4
2025-04-03,CMP-1019,Bumper Ads - Brand Awareness,YouTube Ads,South,Tablet,18-24,19319,454,7,5,309.2,488.05
2025-05-31,CMP-1015,Win-back Campaign,Email Marketing,East,Mobile,25-34,77328,7323,1044,710,366.16,43175.1
2025-02-27,CMP-1007,Shopping Campaign,Google Ads,South,Desktop,35-44,7147,218,24,14,332.29,1236.9
2025-06-15,CMP-1017,Sponsored Content - Whitepaper,LinkedIn Ads,Central,Desktop,18-24,4040,40,4,3,191.2,666.54
2025-05-03,CMP-1015,Win-back Campaign,Email Marketing,North,Mobile,18-24,56217,7179,888,667,358.96,43308.31
2025-02-17,CMP-1017,Sponsored Content - Whitepaper,LinkedIn Ads,East,Mobile,18-24,1550,20,1,0,118.8,0
2025-03-20,CMP-1007,Shopping Campaign,Google Ads,West,Tablet,55+,4385,175,17,13,412.82,1117.48
2025-03-22,CMP-1020,Gen Z Engagement Drive,TikTok Ads,North,Mobile,18-24,3750,84,3,2,59.91,164.66
2025-02-01,CMP-1017,Sponsored Content - Whitepaper,linkedin ads,West,Desktop,25-34,5161,32,1,0,163.42,0
2025-04-27,CMP-1006,Search - Generic Terms,Google Ads,North,Mobile,45-54,7387,246,18,12,312.95,1081.32
2025-02-25,CMP-1019,Bumper Ads - Brand Awareness,YouTube Ads,North,Mobile,25-34,20636,324,9,6,375.86,423.06
2025-01-03,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,East,Desktop,25-34,9449,206,11,8,165.53,1080.8
2025-03-29,CMP-1017,Sponsored Content - Whitepaper,LinkedIn Ads,East,Mobile,55+,1800,27,2,1,146.39,277.08
2025-01-07,CMP-1002,Retargeting - Cart Abandoners,Facebook Ads,North,Desktop,18-24,1374,40,2,1,47.32,108.37
2025-05-08,CMP-1020,Gen Z Engagement Drive,TikTok Ads,East,Desktop,45-54,1610,62,0,0,38.77,0
2025-01-13,CMP-1008,Display Remarketing,Google Ads,Central,Mobile,35-44,960,53,4,3,96.92,407.64
2025-01-25,CMP-1009,Influencer Collab Push,Instagram Ads,West,Tablet,25-34,3784,123,5,3,166.69,244.32
2025-02-23,CMP-1007,Shopping Campaign,Google Ads,South,Mobile,18-24,9377,256,21,12,389.14,1339.08
2025-06-07,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,East,Desktop,35-44,14626,392,30,21,333.74,2854.32
2025-01-15,CMP-1022,Top Tier Affiliates,Affiliate Marketing,North,Desktop,18-24,45659,831,43,30,249.34,3839.1
2025-04-24,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,East,Mobile,35-44,9672,207,15,12,128.56,1468.08
2025-04-26,CMP-1021,Viral Challenge Sponsorship,TikTok Ads,Central,Tablet,18-24,7179,308,9,6,296.15,378.06
2025-04-16,CMP-1018,Pre-roll - Product Demo,YouTube Ads,East,Desktop,45-54,31764,324,9,6,324.89,496.56
2025-06-29,CMP-1019,Bumper Ads - Brand Awareness,YouTube Ads,West,Desktop,25-34,11026,247,7,5,249.8,618.65
2025-01-11,CMP-1005,Search - Brand Terms,Google Ads,East,Desktop,55+,4154,140,9,7,-241.4,912.1
2025-06-23,CMP-1001,Summer Sale Blast,Facebook Ads,East,Desktop,35-44,9415,322,23,13,293.92,1237.21
2025-04-26,CMP-1017,Sponsored Content - Whitepaper,linkedin ads,North,Desktop,55+,4239,39,3,2,154.9,378.7
2025-02-12,CMP-1003,New Customer Acquisition,Facebook Ads,West,Tablet,25-34,6650,133,4,3,183.31,293.55
2025-01-02,CMP-1011,Carousel - Best Sellers,Instagram Ads,East,Mobile,35-44,6029,123,4,3,98.76,258.87
2025-01-06,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,North,Mobile,45-54,14713,231,17,11,129.91,1265.33
2025-04-15,CMP-1008,Display Remarketing,Google Ads,West,Mobile,25-34,1370,61,8,4,99,444.4
2025-02-26,CMP-1007,Shopping Campaign,Google Ads,Central,Desktop,18-24,2427,118,10,7,255.27,588.98
2025-01-22,CMP-1008,Display Remarketing,Google Ads,South,Tablet,45-54,1060,28,2,1,64.08,90.66
2025-01-06,CMP-1008,Display Remarketing,Google Ads,Central,Mobile,45-54,1137,33,2,1,62.42,98.96
2025-06-07,CMP-1017,Sponsored Content - Whitepaper,LinkedIn Ads,North,Desktop,45-54,3253,41,4,3,260.94,912.9
2025-01-25,CMP-1014,VIP Customer Offers,email marketing,South,Tablet,25-34,10953,1275,112,84,89.31,6076.56
2025-02-26,CMP-1014,VIP Customer Offers,Email Marketing,South,Tablet,18-24,15065,1499,267,150,89.95,13674
2025-06-11,CMP-1003,New Customer Acquisition,Facebook Ads,Central,Tablet,45-54,13125,294,16,12,258.97,1087.08
2025-05-20,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,North,Desktop,45-54,38906,498,23,14,199.6,1716.12
2025-04-27,CMP-1017,Sponsored Content - Whitepaper,LinkedIn Ads,North,Mobile,45-54,1818,26,2,1,121.07,181.98
2025-05-21,CMP-1004,Brand Awareness Q2,Facebook Ads,North,Mobile,35-44,3834,130,6,4,126.87,336.32
2025-03-23,CMP-1016,B2B Lead Gen - Enterprise,LinkedIn Ads,West,Mobile,25-34,4867,55,4,3,251.26,787.08
2025-02-23,CMP-1006,Search - Generic Terms,Google Ads,East,Tablet,18-24,3624,108,14,9,297.52,741.42
2025-01-07,CMP-1003,New Customer Acquisition,Facebook Ads,East,,45-54,7605,162,7,5,142.73,492.05
2025-02-24,CMP-1003,New Customer Acquisition,Facebook Ads,East,Desktop,35-44,4037,109,4,3,112.73,349.32
2025-05-03,CMP-1010,Story Ads - Product Launch,Instagram Ads,South,Desktop,35-44,3273,73,4,2,77.8,153.04
2025-01-02,CMP-1023,Coupon Site Partnerships,affiliate marketing,East,Tablet,35-44,10783,179,12,7,125.46,832.86
2025-04-08,CMP-1009,Influencer Collab Push,Instagram Ads,Central,Tablet,35-44,5292,172,,5,226.31,258.4
2025-02-10,CMP-1018,Pre-roll - Product Demo,YouTube Ads,Central,Tablet,18-24,11390,254,7,5,180.68,442
2025-04-25,CMP-1018,Pre-roll - Product Demo,YouTube Ads,Central,Mobile,55+,50080,626,25,15,331.94,1529.4
2025-06-27,CMP-1022,Top Tier Affiliates,Affiliate Marketing,East,Mobile,25-34,24414,459,20,15,358.49,1931.25
2025-04-16,CMP-1001,Summer Sale Blast,Facebook Ads,East,,25-34,18511,311,18,11,277.64,1118.26
2025-05-25,CMP-1006,Search - Generic Terms,Google Ads,East,Tablet,25-34,7051,232,16,11,324.85,1510.74
2025-02-25,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,South,Tablet,25-34,14684,279,18,11,184.65,1397.11
2025-02-02,CMP-1002,Retargeting - Cart Abandoners,Facebook Ads,West,Tablet,18-24,2334,53,1,1,66.36,78.49
2025-05-31,CMP-1022,Top Tier Affiliates,Affiliate Marketing,South,Mobile,35-44,19118,499,69,38,334.8,3654.84
2025-02-19,CMP-1009,Influencer Collab Push,Instagram Ads,North,Mobile,45-54,3467,129,5,3,173.75,196.71
2025-04-07,CMP-1018,Pre-roll - Product Demo,YouTube Ads,South,Desktop,35-44,23066,346,8,4,246.19,498.52
2025-05-22,CMP-1013,Abandoned Cart Sequence,Email Marketing,Central,Mobile,55+,7072,575,57,46,57.52,3674.02
2025-05-10,CMP-1010,Story Ads - Product Launch,Instagram Ads,South,Desktop,45-54,1814,47,1,0,61.37,0
2025-04-20,CMP-1008,Display Remarketing,google ads,South,Mobile,25-34,1479,46,3,2,100.4,179.56
2025-01-26,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,North,Mobile,35-44,19407,557,44,32,217.36,3417.6
2025-03-24,CMP-1004,Brand Awareness Q2,Facebook Ads,West,Mobile,25-34,5059,85,6,3,116.17,328.68
2025-05-13,CMP-1013,Abandoned Cart Sequence,Email Marketing,East,Tablet,35-44,3486,515,87,59,67.02,4396.68
2025-03-05,CMP-1006,Search - Generic Terms,Google Ads,East,Mobile,25-34,6710,206,24,18,314.06,2584.62
2025-05-25,CMP-1011,Carousel - Best Sellers,instagram ads,Central,Desktop,45-54,2687,79,,2,98.45,121.34
2025-03-25,CMP-1018,Pre-roll - Product Demo,YouTube Ads,North,Mobile,35-44,33615,437,13,9,271.46,688.68
2025-02-03,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,South,Desktop,45-54,23146,412,32,19,218.37,1377.5
2025-04-23,CMP-1015,Win-back Campaign,Email Marketing,East,Tablet,35-44,23532,2565,310,180,282.24,12297.6
2025-01-07,CMP-1012,Weekly Newsletter,Email Marketing,South,Desktop,55+,14889,2016,337,229,221.79,20939.76
2025-02-03,CMP-1011,Carousel - Best Sellers,Instagram Ads,West,Desktop,45-54,4480,151,6,4,143.62,389.48
2025-06-12,CMP-1020,Gen Z Engagement Drive,tiktok ads,South,Mobile,45-54,2441,104,7,4,103.52,304.16
2025-05-08,CMP-1001,Summer Sale Blast,facebook ads,Central,Mobile,18-24,11442,230,18,10,331.6,1126
2025-04-01,CMP-1009,Influencer Collab Push,Instagram Ads,North,Desktop,45-54,5399,196,8,6,241.12,371.46
2025-01-02,CMP-1019,Bumper Ads - Brand Awareness,YouTube Ads,Central,Desktop,18-24,10979,269,6,3,298.96,263.94
2025-05-28,CMP-1015,Win-back Campaign,Email Marketing,East,Mobile,35-44,19723,2501,225,181,275.16,10324.24
2025-02-28,CMP-1008,Display Remarketing,Google Ads,West,Mobile,35-44,1073,35,4,3,56.43,244.41
2025-06-10,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,South,Tablet,25-34,20310,392,45,31,302.48,2085.06
2025-03-23,CMP-1009,Influencer Collab Push,Instagram Ads,South,Desktop,25-34,4069,153,4,2,239.99,196.84
2025-01-07,CMP-1015,Win-back Campaign,Email Marketing,East,Tablet,55+,29266,3591,514,293,359.2,21221.99
2025-01-29,CMP-1006,Search - Generic Terms,Google Ads,Central,Mobile,18-24,3216,138,19,11,301.08,824.89
2025-02-13,CMP-1019,Bumper Ads - Brand Awareness,YouTube Ads,South,Desktop,45-54,22866,359,10,7,258.79,709.1
2025-04-23,CMP-1011,Carousel - Best Sellers,Instagram Ads,North,Desktop,55+,6771,216,11,8,153.85,506.48
2025-03-27,CMP-1020,Gen Z Engagement Drive,TikTok Ads,Central,Mobile,35-44,1033,46,0,0,36.86,0
2025-03-27,CMP-1007,Shopping Campaign,Google Ads,East,Mobile,25-34,3083,152,19,11,348.86,1357.29
2025-02-27,CMP-1006,Search - Generic Terms,Google Ads,North,Tablet,18-24,2141,112,8,6,204.42,787.68
2025-02-20,CMP-1021,Viral Challenge Sponsorship,TikTok Ads,South,Tablet,35-44,15746,422,8,6,321.31,354.9
2025-06-02,CMP-1004,Brand Awareness Q2,Facebook Ads,South,Desktop,18-24,4279,104,10,8,155.53,922.16
2025-05-25,CMP-1015,Win-back Campaign,Email Marketing,South,Tablet,55+,23870,2282,333,207,319.53,11786.58
2025-02-11,CMP-1011,Carousel - Best Sellers,Instagram Ads,Central,Mobile,35-44,3480,118,3,2,158.12,219.08
2025-04-11,CMP-1016,B2B Lead Gen - Enterprise,LinkedIn Ads,North,Mobile,18-24,4173,48,3,2,300.52,651.28
2025-01-03,CMP-1007,Shopping Campaign,Google Ads,Central,Desktop,25-34,2491,140,16,9,383.01,993.42
2025-03-10,CMP-1001,Summer Sale Blast,facebook ads,South,Mobile,45-54,9397,281,13,10,301.23,841.1
2025-05-24,CMP-1009,Influencer Collab Push,Instagram Ads,West,Tablet,35-44,10152,267,15,9,248.56,930.42
2025-04-29,CMP-1008,Display Remarketing,Google Ads,North,Desktop,55+,421,24,1,1,66.61,134.96
2025-03-10,CMP-1008,Display Remarketing,Google Ads,North,Desktop,18-24,1492,63,6,4,77.89,388.72
2025-06-21,CMP-1006,Search - Generic Terms,Google Ads,East,Desktop,35-44,4451,150,17,13,268.14,1157.65
2025-05-15,CMP-1001,Summer Sale Blast,Facebook Ads,East,Desktop,45-54,4865,145,7,4,203.12,256.04
2025-06-24,CMP-1016,B2B Lead Gen - Enterprise,LinkedIn Ads,East,Tablet,18-24,8166,49,5,3,222.07,874.8
2025-06-10,CMP-1010,Story Ads - Product Launch,Instagram Ads,West,Mobile,35-44,2446,69,5,3,111.71,286.92
2025-01-21,CMP-1004,Brand Awareness Q2,Facebook Ads,East,Desktop,45-54,5698,106,3,2,92.6,218.6
2025-03-03,CMP-1004,Brand Awareness Q2,Facebook Ads,West,Tablet,55+,6250,105,5,3,133.45,339.03
2025-03-26,CMP-1020,Gen Z Engagement Drive,TikTok Ads,Central,Mobile,45-54,2455,69,1,0,66.59,0
2025-01-01,CMP-1014,VIP Customer Offers,Email Marketing,East,Tablet,25-34,12233,1528,148,101,122.24,7617.42
2025-06-13,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,South,Mobile,25-34,27289,453,67,42,249.68,3637.62
2025-05-24,CMP-1019,Bumper Ads - Brand Awareness,YouTube Ads,Central,Tablet,18-24,41367,484,6,4,348.79,291.16
2025-01-30,CMP-1002,Retargeting - Cart Abandoners,Facebook Ads,North,Desktop,55+,1796,60,3,2,74.83,152.06
2025-02-01,CMP-1019,Bumper Ads - Brand Awareness,YouTube Ads,Central,Tablet,25-34,28446,586,13,10,428.41,1260.8
2025-05-05,CMP-1012,Weekly Newsletter,Email Marketing,Central,Tablet,45-54,21476,2676,384,271,240.86,16774.9
2025-02-15,CMP-1010,Story Ads - Product Launch,Instagram Ads,West,Tablet,25-34,1841,51,1,1,57.47,67.21
2025-04-22,CMP-1002,Retargeting - Cart Abandoners,Facebook Ads,Central,Desktop,25-34,1622,49,1,0,61.31,0
2025-01-25,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,West,Mobile,45-54,10841,232,10,8,148.83,714.8
2025-04-07,CMP-1019,Bumper Ads - Brand Awareness,youtube ads,Central,Mobile,35-44,46694,551,15,10,391.64,771.2
2025-02-24,CMP-1023,Coupon Site Partnerships,affiliate marketing,Central,Desktop,45-54,14632,259,17,14,121.79,1203.02
2025-01-12,CMP-1013,Abandoned Cart Sequence,Email Marketing,North,Desktop,45-54,6961,859,91,64,60.16,5809.28
2025-05-12,CMP-1007,Shopping Campaign,Google Ads,West,Mobile,35-44,3734,124,12,8,305.86,607.2
2025-02-27,CMP-1014,VIP Customer Offers,Email Marketing,West,Mobile,25-34,12103,1053,192,124,105.39,8921.8
2025-04-17,CMP-1010,Story Ads - Product Launch,Instagram Ads,North,Mobile,25-34,1412,38,1,1,61.77,100.8
2025-01-18,CMP-1003,New Customer Acquisition,Facebook Ads,East,Mobile,55+,2642,88,4,2,110.22,181.98
2025-02-04,CMP-1003,New Customer Acquisition,Facebook Ads,East,Tablet,35-44,2734,67,2,1,108.29,99.09
2025-04-22,CMP-1014,VIP Customer Offers,Email Marketing,South,Desktop,35-44,7884,1118,120,69,100.66,4502.94
2025-05-19,CMP-1012,Weekly Newsletter,email marketing,Central,Mobile,25-34,16113,2040,306,177,224.42,15737.07
2025-06-22,CMP-1018,Pre-roll - Product Demo,YouTube Ads,West,Tablet,35-44,15190,319,6,4,274.52,479.32
2025-02-14,CMP-1007,Shopping Campaign,Google Ads,South,Mobile,18-24,3750,138,10,8,279.09,1022.4
2025-05-12,CMP-1010,Story Ads - Product Launch,Instagram Ads,South,Desktop,35-44,1076,35,1,1,54.78,72.16
2025-02-28,CMP-1012,Weekly Newsletter,Email Marketing,West,Tablet,35-44,21723,2483,429,266,273.13,21309.26
2025-03-05,CMP-1012,Weekly Newsletter,Email Marketing,West,Desktop,18-24,21744,3029,425,236,272.68,13876.8
2025-05-08,CMP-1018,Pre-roll - Product Demo,YouTube Ads,South,Mobile,25-34,23170,380,10,6,262.3,447.36
2025-03-11,CMP-1021,Viral Challenge Sponsorship,tiktok ads,Central,Tablet,18-24,8518,299,10,6,296.19,433.74
2025-02-03,CMP-1006,Search - Generic Terms,Google Ads,East,Tablet,35-44,3083,111,10,7,270.93,767.69
2025-06-13,CMP-1002,Retargeting - Cart Abandoners,Facebook Ads,Central,Tablet,55+,1565,49,3,2,78.27,198.98
2025-01-06,CMP-1019,Bumper Ads - Brand Awareness,YouTube Ads,North,Mobile,18-24,21895,335,5,4,385.78,424.04
2025-01-30,CMP-1011,Carousel - Best Sellers,instagram ads,West,Mobile,55+,6062,117,6,4,117.62,305.72
2025-04-22,CMP-1015,Win-back Campaign,Email Marketing,West,Desktop,18-24,51062,4182,544,372,292.8,23990.28
2025-03-18,CMP-1004,Brand Awareness Q2,Facebook Ads,North,Desktop,45-54,5283,84,3,2,131.1,195.24
2025-01-24,CMP-1014,VIP Customer Offers,Email Marketing,East,Mobile,45-54,21416,2358,244,182,117.94,10068.24
2025-01-21,CMP-1011,Carousel - Best Sellers,Instagram Ads,South,Desktop,55+,4974,99,3,2,118.48,187.12
2025-01-29,CMP-1016,B2B Lead Gen - Enterprise,LinkedIn Ads,Central,Tablet,35-44,3175,47,2,1,216.39,289.01
2025-01-21,CMP-1013,Abandoned Cart Sequence,Email Marketing,Central,Desktop,55+,9011,793,,79,63.45,4538.55
2025-01-05,CMP-1017,Sponsored Content - Whitepaper,LinkedIn Ads,South,Tablet,18-24,3333,25,,1,105.71,286.17
2025-06-28,CMP-1009,Influencer Collab Push,Instagram Ads,South,Mobile,45-54,6963,227,9,6,204.33,471.48
2025-03-11,CMP-1003,New Customer Acquisition,Facebook Ads,North,Mobile,18-24,4448,125,8,6,166.92,631.56
2025-02-19,CMP-1003,New Customer Acquisition,Facebook Ads,West,Mobile,45-54,6105,116,4,3,183.34,359.37
2025-03-20,CMP-1010,Story Ads - Product Launch,instagram ads,South,Mobile,25-34,1785,35,1,1,57.25,76.48
2025-04-22,CMP-1012,Weekly Newsletter,Email Marketing,West,Desktop,25-34,16316,1896,223,182,170.67,10499.58
2025-02-24,CMP-1020,Gen Z Engagement Drive,TikTok Ads,Central,Mobile,18-24,2892,105,2,2,61.06,149.78
2025-03-06,CMP-1010,Story Ads - Product Launch,Instagram Ads,North,Desktop,55+,1964,56,2,1,61.22,68
2025-01-17,CMP-1018,Pre-roll - Product Demo,YouTube Ads,South,Mobile,45-54,32096,597,16,10,310.66,1287.9
2025-02-26,CMP-1001,Summer Sale Blast,Facebook Ads,North,Desktop,45-54,10505,187,7,5,258.62,394.15
2025-03-08,CMP-1016,B2B Lead Gen - Enterprise,LinkedIn Ads,North,Desktop,55+,4173,53,4,3,311.84,474.99
2025-03-02,CMP-1017,Sponsored Content - Whitepaper,LinkedIn Ads,Central,Desktop,18-24,6037,32,3,2,140.35,552.56
